binned_lat,binned_lon,type,subtype,count
41.71,-87.6,HAZARD,HAZARD_ON_ROAD_OBJECT,46
41.8,-87.69,JAM,JAM_STAND_STILL_TRAFFIC,46
41.96,-87.75,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,46
41.86,-87.71,JAM,JAM_HEAVY_TRAFFIC,46
41.87,-87.7,HAZARD,HAZARD_ON_ROAD_POT_HOLE,46
41.68,-87.6,JAM,JAM_STAND_STILL_TRAFFIC,46
41.77,-87.64,HAZARD,HAZARD_ON_ROAD_POT_HOLE,46
41.69,-87.7,JAM,JAM_STAND_STILL_TRAFFIC,46
41.65,-87.58,JAM,JAM_HEAVY_TRAFFIC,46
41.71,-87.61,ACCIDENT,ACCIDENT_MAJOR,46
41.83,-87.68,ACCIDENT,ACCIDENT_MAJOR,46
41.92,-87.73,JAM,JAM_STAND_STILL_TRAFFIC,46
41.92,-87.78,JAM,JAM_STAND_STILL_TRAFFIC,46
41.97,-87.73,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,46
41.81,-87.59,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,46
41.83,-87.68,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,46
41.96,-87.68,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,46
41.92,-87.7,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,45
41.74,-87.63,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,45
41.83,-87.68,HAZARD,HAZARD_WEATHER_FLOOD,45
41.75,-87.6,HAZARD,HAZARD_ON_ROAD_OBJECT,45
41.99,-87.78,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,45
41.92,-87.73,HAZARD,HAZARD_ON_ROAD,45
41.66,-87.6,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,45
41.95,-87.77,JAM,JAM_STAND_STILL_TRAFFIC,45
41.77,-87.64,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,45
41.92,-87.69,ACCIDENT,ACCIDENT_MAJOR,45
41.88,-87.74,JAM,JAM_STAND_STILL_TRAFFIC,45
41.81,-87.75,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,45
41.97,-87.89,HAZARD,HAZARD_ON_ROAD,45
41.88,-87.63,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,45
41.93,-87.79,JAM,JAM_STAND_STILL_TRAFFIC,45
41.74,-87.58,HAZARD,HAZARD_ON_ROAD,45
41.83,-87.71,HAZARD,HAZARD_ON_ROAD,45
41.97,-87.65,HAZARD,HAZARD_ON_ROAD_OBJECT,45
41.89,-87.63,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,45
41.82,-87.73,ACCIDENT,ACCIDENT_MAJOR,45
41.74,-87.58,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,45
41.98,-87.8,HAZARD,HAZARD_ON_ROAD_OBJECT,45
41.87,-87.64,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,45
41.9,-87.65,HAZARD,HAZARD_ON_ROAD,45
41.99,-87.71,HAZARD,HAZARD_ON_ROAD_POT_HOLE,45
41.97,-87.69,HAZARD,HAZARD_ON_ROAD,44
41.81,-87.64,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,44
41.66,-87.59,JAM,JAM_STAND_STILL_TRAFFIC,44
41.82,-87.71,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,44
41.85,-87.62,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,44
41.83,-87.67,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,44
41.92,-87.74,JAM,JAM_STAND_STILL_TRAFFIC,44
41.96,-87.68,HAZARD,HAZARD_ON_ROAD,44
41.74,-87.75,JAM,JAM_HEAVY_TRAFFIC,44
41.79,-87.72,HAZARD,HAZARD_ON_ROAD_POT_HOLE,44
41.77,-87.64,ACCIDENT,ACCIDENT_MAJOR,44
41.9,-87.72,JAM,JAM_STAND_STILL_TRAFFIC,44
41.96,-87.75,ACCIDENT,ACCIDENT_MINOR,44
41.75,-87.65,JAM,JAM_HEAVY_TRAFFIC,44
41.91,-87.73,JAM,JAM_STAND_STILL_TRAFFIC,44
41.85,-87.69,JAM,JAM_HEAVY_TRAFFIC,44
41.93,-87.75,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,44
41.95,-87.85,JAM,JAM_STAND_STILL_TRAFFIC,44
41.85,-87.66,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,44
41.98,-87.81,JAM,JAM_MODERATE_TRAFFIC,44
41.82,-87.63,ACCIDENT,ACCIDENT_MAJOR,44
41.91,-87.72,JAM,JAM_STAND_STILL_TRAFFIC,44
41.76,-87.63,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,43
42.01,-87.7,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,43
41.79,-87.67,JAM,JAM_HEAVY_TRAFFIC,43
41.99,-87.76,HAZARD,HAZARD_ON_ROAD,43
41.94,-87.78,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,43
41.98,-87.66,HAZARD,HAZARD_WEATHER_FLOOD,43
41.84,-87.71,JAM,JAM_STAND_STILL_TRAFFIC,43
41.91,-87.78,JAM,JAM_HEAVY_TRAFFIC,43
41.88,-87.73,HAZARD,HAZARD_ON_ROAD_POT_HOLE,43
41.72,-87.63,HAZARD,HAZARD_ON_ROAD_POT_HOLE,43
41.84,-87.74,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,43
41.97,-87.78,ACCIDENT,ACCIDENT_MAJOR,43
41.71,-87.61,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,43
41.85,-87.67,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,43
41.89,-87.77,JAM,JAM_HEAVY_TRAFFIC,43
41.92,-87.66,HAZARD,HAZARD_ON_ROAD_POT_HOLE,43
41.85,-87.74,JAM,JAM_STAND_STILL_TRAFFIC,43
41.81,-87.67,JAM,JAM_STAND_STILL_TRAFFIC,43
41.77,-87.75,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,43
41.75,-87.59,JAM,JAM_HEAVY_TRAFFIC,43
41.78,-87.73,HAZARD,HAZARD_ON_ROAD_POT_HOLE,43
41.82,-87.69,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,43
41.98,-87.86,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,43
41.93,-87.7,ACCIDENT,ACCIDENT_MAJOR,43
41.93,-87.7,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,43
41.88,-87.76,HAZARD,HAZARD_ON_ROAD_POT_HOLE,43
41.79,-87.61,JAM,JAM_HEAVY_TRAFFIC,43
41.83,-87.69,ACCIDENT,ACCIDENT_MAJOR,43
41.94,-87.77,JAM,JAM_STAND_STILL_TRAFFIC,43
41.86,-87.62,HAZARD,HAZARD_ON_ROAD_POT_HOLE,43
41.91,-87.74,JAM,JAM_HEAVY_TRAFFIC,43
41.79,-87.75,HAZARD,HAZARD_ON_ROAD_OBJECT,43
41.89,-87.66,ROAD_CLOSED,ROAD_CLOSED_EVENT,42
41.95,-87.89,JAM,JAM_HEAVY_TRAFFIC,42
41.97,-87.71,HAZARD,HAZARD_ON_ROAD,42
41.89,-87.76,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,42
41.97,-87.66,HAZARD,HAZARD_ON_ROAD_OBJECT,42
41.86,-87.64,HAZARD,HAZARD_ON_ROAD,42
41.81,-87.6,HAZARD,HAZARD_ON_ROAD_OBJECT,42
41.75,-87.75,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.84,-87.62,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,42
41.99,-87.7,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.77,-87.62,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,42
41.71,-87.64,JAM,JAM_STAND_STILL_TRAFFIC,42
41.89,-87.63,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,42
41.68,-87.67,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,42
41.73,-87.67,JAM,JAM_HEAVY_TRAFFIC,42
41.95,-87.74,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,42
41.93,-87.66,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.96,-87.79,JAM,JAM_HEAVY_TRAFFIC,42
41.9,-87.76,JAM,JAM_STAND_STILL_TRAFFIC,42
41.9,-87.63,HAZARD,HAZARD_WEATHER_FLOOD,42
41.95,-87.71,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.95,-87.74,ACCIDENT,ACCIDENT_MAJOR,42
41.79,-87.67,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.9,-87.74,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.79,-87.74,JAM,JAM_HEAVY_TRAFFIC,42
41.78,-87.63,JAM,JAM_STAND_STILL_TRAFFIC,42
41.95,-87.66,HAZARD,HAZARD_ON_ROAD,42
41.84,-87.65,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,42
41.76,-87.59,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.77,-87.68,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.76,-87.57,HAZARD,HAZARD_ON_ROAD_POT_HOLE,42
41.76,-87.69,HAZARD,HAZARD_ON_ROAD_POT_HOLE,41
41.86,-87.65,JAM,JAM_MODERATE_TRAFFIC,41
41.94,-87.68,HAZARD,HAZARD_ON_ROAD,41
41.86,-87.68,HAZARD,HAZARD_ON_ROAD,41
41.89,-87.65,ACCIDENT,ACCIDENT_MAJOR,41
41.96,-87.89,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,41
41.73,-87.72,JAM,JAM_STAND_STILL_TRAFFIC,41
41.93,-87.76,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,41
41.89,-87.62,ROAD_CLOSED,ROAD_CLOSED_EVENT,41
41.93,-87.73,HAZARD,HAZARD_ON_ROAD,41
41.77,-87.57,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,41
41.99,-87.73,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,41
41.82,-87.61,HAZARD,HAZARD_ON_ROAD_OBJECT,41
41.98,-87.82,ACCIDENT,ACCIDENT_MAJOR,41
41.94,-87.75,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,41
41.84,-87.69,HAZARD,HAZARD_ON_ROAD,41
41.93,-87.84,JAM,JAM_HEAVY_TRAFFIC,41
41.99,-87.78,HAZARD,HAZARD_ON_ROAD_OBJECT,41
41.9,-87.77,JAM,JAM_STAND_STILL_TRAFFIC,41
41.74,-87.59,HAZARD,HAZARD_ON_ROAD_OBJECT,41
41.85,-87.64,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,41
41.7,-87.6,HAZARD,HAZARD_WEATHER_FLOOD,41
41.72,-87.65,JAM,JAM_HEAVY_TRAFFIC,41
41.93,-87.71,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,41
41.82,-87.64,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,41
41.65,-87.59,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,41
41.98,-87.7,HAZARD,HAZARD_ON_ROAD_POT_HOLE,41
41.86,-87.73,JAM,JAM_HEAVY_TRAFFIC,41
41.86,-87.69,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,40
41.79,-87.77,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,40
41.98,-87.88,HAZARD,HAZARD_ON_ROAD_OBJECT,40
41.91,-87.7,HAZARD,HAZARD_ON_ROAD,40
41.98,-87.72,JAM,JAM_STAND_STILL_TRAFFIC,40
41.66,-87.59,HAZARD,HAZARD_ON_ROAD,40
41.96,-87.66,ROAD_CLOSED,ROAD_CLOSED_EVENT,40
41.79,-87.61,JAM,JAM_STAND_STILL_TRAFFIC,40
41.79,-87.69,HAZARD,HAZARD_ON_ROAD_POT_HOLE,40
41.83,-87.71,HAZARD,HAZARD_ON_ROAD_OBJECT,40
41.93,-87.64,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,40
41.82,-87.73,JAM,JAM_MODERATE_TRAFFIC,40
41.8,-87.71,JAM,JAM_STAND_STILL_TRAFFIC,40
41.91,-87.67,HAZARD,HAZARD_WEATHER_FLOOD,40
41.79,-87.59,HAZARD,HAZARD_ON_ROAD_OBJECT,40
41.74,-87.63,HAZARD,HAZARD_ON_ROAD_POT_HOLE,40
41.85,-87.72,JAM,JAM_HEAVY_TRAFFIC,40
41.83,-87.65,JAM,JAM_HEAVY_TRAFFIC,40
41.95,-87.73,HAZARD,HAZARD_ON_ROAD_POT_HOLE,40
41.96,-87.65,HAZARD,HAZARD_ON_ROAD_POT_HOLE,40
41.98,-87.76,HAZARD,HAZARD_ON_ROAD_OBJECT,40
41.82,-87.68,JAM,JAM_STAND_STILL_TRAFFIC,40
41.82,-87.64,ACCIDENT,ACCIDENT_MAJOR,40
41.77,-87.62,HAZARD,HAZARD_ON_ROAD_OBJECT,40
41.84,-87.63,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,40
41.92,-87.8,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,40
41.84,-87.65,JAM,JAM_MODERATE_TRAFFIC,39
41.71,-87.66,JAM,JAM_STAND_STILL_TRAFFIC,39
41.98,-87.88,HAZARD,HAZARD_ON_ROAD,39
41.98,-87.9,JAM,JAM_STAND_STILL_TRAFFIC,39
41.84,-87.64,JAM,JAM_MODERATE_TRAFFIC,39
41.82,-87.69,HAZARD,HAZARD_ON_ROAD,39
41.97,-87.7,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,39
41.8,-87.73,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,39
41.67,-87.61,HAZARD,HAZARD_ON_ROAD_OBJECT,39
41.81,-87.69,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,39
41.97,-87.72,HAZARD,HAZARD_ON_ROAD,39
41.82,-87.71,ACCIDENT,ACCIDENT_MAJOR,39
41.98,-87.71,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,39
41.98,-87.88,JAM,JAM_STAND_STILL_TRAFFIC,39
41.92,-87.74,HAZARD,HAZARD_ON_ROAD,39
41.88,-87.71,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,39
41.89,-87.62,HAZARD,HAZARD_WEATHER_FOG,39
41.98,-87.79,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,39
41.97,-87.9,JAM,JAM_STAND_STILL_TRAFFIC,39
41.82,-87.67,JAM,JAM_STAND_STILL_TRAFFIC,39
41.94,-87.7,HAZARD,HAZARD_ON_ROAD,39
41.94,-87.66,HAZARD,HAZARD_ON_ROAD_POT_HOLE,39
41.9,-87.62,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,39
41.92,-87.79,JAM,JAM_HEAVY_TRAFFIC,39
41.92,-87.68,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,39
41.95,-87.74,ACCIDENT,ACCIDENT_MINOR,39
41.67,-87.61,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,39
41.75,-87.71,JAM,JAM_STAND_STILL_TRAFFIC,39
41.98,-87.75,HAZARD,HAZARD_ON_ROAD_POT_HOLE,39
41.97,-87.66,ROAD_CLOSED,ROAD_CLOSED_EVENT,39
41.81,-87.74,ACCIDENT,ACCIDENT_MAJOR,39
41.88,-87.67,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,39
41.96,-87.71,HAZARD,HAZARD_ON_ROAD,39
41.71,-87.63,ACCIDENT,ACCIDENT_MAJOR,39
41.97,-87.73,HAZARD,HAZARD_ON_ROAD,39
41.78,-87.74,JAM,JAM_STAND_STILL_TRAFFIC,39
41.95,-87.72,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,39
41.85,-87.68,HAZARD,HAZARD_ON_ROAD,39
41.81,-87.75,ACCIDENT,ACCIDENT_MAJOR,39
41.88,-87.64,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,39
42.0,-87.67,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,39
41.9,-87.75,JAM,JAM_STAND_STILL_TRAFFIC,39
41.91,-87.8,JAM,JAM_HEAVY_TRAFFIC,39
41.87,-87.65,HAZARD,HAZARD_WEATHER_FLOOD,39
41.93,-87.84,JAM,JAM_STAND_STILL_TRAFFIC,38
41.95,-87.76,HAZARD,HAZARD_ON_ROAD,38
41.87,-87.78,HAZARD,HAZARD_ON_ROAD_POT_HOLE,38
41.87,-87.78,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,38
41.99,-87.67,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,38
41.88,-87.72,JAM,JAM_HEAVY_TRAFFIC,38
41.79,-87.71,JAM,JAM_STAND_STILL_TRAFFIC,38
41.84,-87.68,HAZARD,HAZARD_ON_ROAD,38
41.77,-87.71,JAM,JAM_HEAVY_TRAFFIC,38
41.94,-87.72,ACCIDENT,ACCIDENT_MINOR,38
41.99,-87.77,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,38
41.68,-87.61,ACCIDENT,ACCIDENT_MAJOR,38
41.72,-87.67,JAM,JAM_STAND_STILL_TRAFFIC,38
41.76,-87.57,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,38
41.96,-87.74,HAZARD,HAZARD_ON_ROAD,38
42.0,-87.68,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,38
41.76,-87.62,HAZARD,HAZARD_ON_ROAD_OBJECT,38
41.74,-87.72,JAM,JAM_HEAVY_TRAFFIC,38
41.94,-87.64,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,38
41.93,-87.67,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,38
41.95,-87.71,HAZARD,HAZARD_ON_ROAD,38
42.0,-87.77,JAM,JAM_STAND_STILL_TRAFFIC,38
41.88,-87.66,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,38
41.9,-87.76,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,38
41.91,-87.69,HAZARD,HAZARD_ON_ROAD_POT_HOLE,38
41.93,-87.69,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,38
41.77,-87.62,HAZARD,HAZARD_ON_ROAD,38
41.88,-87.64,ROAD_CLOSED,ROAD_CLOSED_EVENT,38
41.9,-87.69,HAZARD,HAZARD_ON_ROAD,38
41.78,-87.61,HAZARD,HAZARD_ON_ROAD,38
41.89,-87.64,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,38
41.77,-87.75,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,38
41.99,-87.66,HAZARD,HAZARD_WEATHER_FLOOD,38
41.86,-87.65,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,38
41.92,-87.76,JAM,JAM_STAND_STILL_TRAFFIC,38
41.87,-87.64,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,38
41.87,-87.68,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,38
41.84,-87.69,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,38
41.84,-87.69,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,38
41.77,-87.67,HAZARD,HAZARD_ON_ROAD_POT_HOLE,38
41.98,-87.72,HAZARD,HAZARD_ON_ROAD,38
41.78,-87.74,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.93,-87.8,JAM,JAM_STAND_STILL_TRAFFIC,37
41.9,-87.63,ACCIDENT,ACCIDENT_MINOR,37
41.83,-87.63,JAM,JAM_STAND_STILL_TRAFFIC,37
41.81,-87.75,HAZARD,HAZARD_WEATHER_FLOOD,37
41.9,-87.76,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.87,-87.63,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.9,-87.75,HAZARD,HAZARD_ON_ROAD,37
41.9,-87.67,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,37
41.87,-87.78,HAZARD,HAZARD_ON_ROAD_OBJECT,37
41.89,-87.68,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.84,-87.68,HAZARD,HAZARD_WEATHER_FLOOD,37
41.84,-87.66,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,37
41.97,-87.65,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.91,-87.64,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,37
41.91,-87.71,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,37
41.73,-87.65,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.79,-87.79,JAM,JAM_STAND_STILL_TRAFFIC,37
41.95,-87.75,HAZARD,HAZARD_ON_ROAD_OBJECT,37
41.81,-87.69,JAM,JAM_STAND_STILL_TRAFFIC,37
41.89,-87.66,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,37
41.77,-87.73,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,37
41.77,-87.74,JAM,JAM_HEAVY_TRAFFIC,37
41.9,-87.66,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,37
42.01,-87.69,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,37
41.76,-87.69,JAM,JAM_HEAVY_TRAFFIC,37
41.73,-87.73,JAM,JAM_HEAVY_TRAFFIC,37
41.89,-87.74,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.81,-87.69,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.97,-87.72,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,37
41.97,-87.71,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,37
41.8,-87.8,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,37
41.99,-87.74,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,37
41.98,-87.83,HAZARD,HAZARD_ON_ROAD_POT_HOLE,37
41.82,-87.61,HAZARD,HAZARD_ON_ROAD,37
41.74,-87.58,HAZARD,HAZARD_ON_ROAD_OBJECT,37
41.77,-87.79,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,36
41.78,-87.64,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,36
41.86,-87.72,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,36
41.93,-87.68,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,36
41.93,-87.72,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,36
41.82,-87.72,ACCIDENT,ACCIDENT_MAJOR,36
41.65,-87.57,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,36
41.85,-87.66,HAZARD,HAZARD_ON_ROAD,36
41.96,-87.76,HAZARD,HAZARD_ON_ROAD_POT_HOLE,36
41.84,-87.68,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,36
41.91,-87.75,JAM,JAM_STAND_STILL_TRAFFIC,36
41.87,-87.65,HAZARD,HAZARD_ON_ROAD_POT_HOLE,36
42.01,-87.67,HAZARD,HAZARD_ON_ROAD_POT_HOLE,36
41.81,-87.69,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,36
41.84,-87.62,ACCIDENT,ACCIDENT_MAJOR,36
41.79,-87.77,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,36
41.97,-87.71,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,36
41.97,-87.71,HAZARD,HAZARD_ON_ROAD_POT_HOLE,36
41.9,-87.75,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,36
42.0,-87.82,JAM,JAM_HEAVY_TRAFFIC,36
41.77,-87.62,JAM,JAM_STAND_STILL_TRAFFIC,36
41.81,-87.73,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,36
41.88,-87.67,ROAD_CLOSED,ROAD_CLOSED_EVENT,36
41.9,-87.74,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,36
41.94,-87.75,HAZARD,HAZARD_ON_ROAD,36
41.92,-87.69,ACCIDENT,ACCIDENT_MINOR,36
41.82,-87.64,ROAD_CLOSED,ROAD_CLOSED_EVENT,36
41.9,-87.63,ROAD_CLOSED,ROAD_CLOSED_EVENT,36
41.96,-87.78,HAZARD,HAZARD_ON_ROAD_POT_HOLE,36
41.86,-87.66,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,36
41.82,-87.71,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,36
41.99,-87.76,HAZARD,HAZARD_ON_ROAD_OBJECT,35
41.7,-87.61,HAZARD,HAZARD_ON_ROAD_POT_HOLE,35
41.95,-87.66,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,35
41.95,-87.65,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,35
41.83,-87.68,HAZARD,HAZARD_ON_ROAD_POT_HOLE,35
41.87,-87.67,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,35
41.7,-87.59,HAZARD,HAZARD_ON_ROAD,35
41.78,-87.67,JAM,JAM_HEAVY_TRAFFIC,35
41.78,-87.69,JAM,JAM_STAND_STILL_TRAFFIC,35
41.92,-87.68,ACCIDENT,ACCIDENT_MAJOR,35
41.88,-87.67,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,35
41.78,-87.61,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,35
41.69,-87.6,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,35
41.77,-87.64,HAZARD,HAZARD_ON_ROAD_OBJECT,35
41.87,-87.69,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,35
41.88,-87.75,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,35
41.96,-87.67,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,35
41.77,-87.72,JAM,JAM_HEAVY_TRAFFIC,35
41.92,-87.72,HAZARD,HAZARD_ON_ROAD,35
41.81,-87.73,HAZARD,HAZARD_ON_ROAD,35
41.83,-87.65,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,35
41.93,-87.75,HAZARD,HAZARD_ON_ROAD,35
41.92,-87.71,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,35
41.86,-87.7,JAM,JAM_STAND_STILL_TRAFFIC,35
41.9,-87.62,HAZARD,HAZARD_ON_ROAD,35
41.98,-87.7,HAZARD,HAZARD_ON_ROAD,35
41.81,-87.66,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,35
41.86,-87.63,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,35
41.78,-87.58,HAZARD,HAZARD_ON_ROAD_OBJECT,35
41.9,-87.7,JAM,JAM_STAND_STILL_TRAFFIC,35
41.88,-87.68,HAZARD,HAZARD_ON_ROAD_POT_HOLE,35
41.89,-87.77,JAM,JAM_STAND_STILL_TRAFFIC,35
41.81,-87.63,ACCIDENT,ACCIDENT_MAJOR,35
41.82,-87.63,HAZARD,HAZARD_ON_ROAD,35
41.75,-87.59,HAZARD,HAZARD_ON_ROAD_OBJECT,35
41.77,-87.59,JAM,JAM_HEAVY_TRAFFIC,35
41.79,-87.77,HAZARD,HAZARD_ON_ROAD,35
