binned_lat,binned_lon,type,subtype,count
41.67,-87.61,HAZARD,HAZARD_WEATHER_FLOOD,8
41.9,-87.78,HAZARD,HAZARD_ON_ROAD,8
41.95,-87.74,HAZARD,HAZARD_WEATHER,8
41.92,-87.67,HAZARD,HAZARD_WEATHER,8
42.0,-87.67,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.82,-87.68,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.74,-87.72,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.85,-87.73,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.85,-87.71,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.85,-87.71,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.93,-87.7,HAZARD,HAZARD_WEATHER,8
41.99,-87.83,HAZARD,HAZARD_ON_ROAD,8
41.98,-87.89,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.81,-87.66,HAZARD,HAZARD_ON_ROAD,8
41.87,-87.7,HAZARD,HAZARD_WEATHER,8
41.87,-87.63,HAZARD,HAZARD_WEATHER,8
41.9,-87.79,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.71,-87.59,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.73,-87.66,JAM,JAM_HEAVY_TRAFFIC,8
41.77,-87.81,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
42.0,-87.69,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.78,-87.6,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.71,-87.67,JAM,JAM_STAND_STILL_TRAFFIC,8
41.96,-87.69,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.84,-87.62,HAZARD,HAZARD_WEATHER,8
41.94,-87.82,HAZARD,HAZARD_ON_ROAD,8
41.75,-87.75,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.87,-87.73,HAZARD,HAZARD_WEATHER,8
41.7,-87.59,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
42.0,-87.69,HAZARD,HAZARD_WEATHER_FLOOD,8
41.87,-87.62,HAZARD,HAZARD_WEATHER,8
41.73,-87.73,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.76,-87.74,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
42.0,-87.7,HAZARD,HAZARD_WEATHER,8
41.97,-87.74,JAM,JAM_MODERATE_TRAFFIC,8
41.82,-87.65,ROAD_CLOSED,ROAD_CLOSED_EVENT,8
41.67,-87.6,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.81,-87.73,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.98,-87.66,ACCIDENT,ACCIDENT_MAJOR,8
41.99,-87.79,ACCIDENT,ACCIDENT_MAJOR,8
41.68,-87.63,HAZARD,HAZARD_ON_ROAD,8
41.74,-87.72,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.78,-87.61,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.95,-87.7,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.77,-87.78,HAZARD,HAZARD_ON_ROAD,8
41.92,-87.7,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.92,-87.71,JAM,JAM_MODERATE_TRAFFIC,8
41.9,-87.68,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.98,-87.85,ACCIDENT,ACCIDENT_MAJOR,8
41.98,-87.86,JAM,JAM_STAND_STILL_TRAFFIC,8
42.0,-87.71,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.87,-87.74,HAZARD,HAZARD_WEATHER_FLOOD,8
41.77,-87.76,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.84,-87.64,ROAD_CLOSED,ROAD_CLOSED_EVENT,8
41.68,-87.65,JAM,JAM_HEAVY_TRAFFIC,8
41.78,-87.62,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.88,-87.77,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.74,-87.58,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.92,-87.71,HAZARD,HAZARD_WEATHER,8
41.67,-87.56,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.9,-87.66,ROAD_CLOSED,ROAD_CLOSED_EVENT,8
41.8,-87.62,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.72,-87.67,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.98,-87.82,HAZARD,HAZARD_WEATHER_FOG,8
41.89,-87.65,HAZARD,HAZARD_WEATHER,8
41.95,-87.69,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.95,-87.68,JAM,JAM_MODERATE_TRAFFIC,8
41.95,-87.69,JAM,JAM_MODERATE_TRAFFIC,8
41.9,-87.66,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.75,-87.66,JAM,JAM_HEAVY_TRAFFIC,8
41.83,-87.73,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.99,-87.8,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.96,-87.68,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.89,-87.74,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.89,-87.74,HAZARD,HAZARD_ON_ROAD,8
41.75,-87.62,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.68,-87.67,ACCIDENT,ACCIDENT_MAJOR,8
41.91,-87.72,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.91,-87.72,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.83,-87.74,HAZARD,HAZARD_ON_ROAD,8
41.8,-87.63,JAM,JAM_HEAVY_TRAFFIC,8
41.83,-87.74,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.83,-87.72,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.68,-87.73,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.77,-87.73,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.97,-87.78,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.98,-87.81,HAZARD,HAZARD_WEATHER_FOG,8
41.74,-87.73,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.72,-87.59,ACCIDENT,ACCIDENT_MINOR,8
41.96,-87.75,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,8
41.95,-87.66,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.86,-87.62,JAM,JAM_MODERATE_TRAFFIC,8
41.86,-87.62,HAZARD,HAZARD_WEATHER_FLOOD,8
41.86,-87.62,HAZARD,HAZARD_WEATHER,8
41.88,-87.73,JAM,JAM_MODERATE_TRAFFIC,8
41.77,-87.68,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.83,-87.71,JAM,JAM_MODERATE_TRAFFIC,8
41.86,-87.63,HAZARD,HAZARD_WEATHER,8
41.7,-87.57,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.93,-87.65,HAZARD,HAZARD_WEATHER,8
41.68,-87.69,HAZARD,HAZARD_ON_ROAD,8
41.85,-87.67,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.74,-87.73,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.91,-87.66,HAZARD,HAZARD_WEATHER,8
41.84,-87.67,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.91,-87.74,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.95,-87.66,JAM,JAM_MODERATE_TRAFFIC,8
41.72,-87.57,HAZARD,HAZARD_ON_ROAD,8
41.77,-87.69,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.77,-87.67,JAM,JAM_STAND_STILL_TRAFFIC,8
41.96,-87.93,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.65,-87.61,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.8,-87.73,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.8,-87.71,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.88,-87.71,HAZARD,HAZARD_WEATHER,8
41.92,-87.75,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.86,-87.66,ACCIDENT,ACCIDENT_MAJOR,8
41.73,-87.57,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,8
41.99,-87.68,ACCIDENT,ACCIDENT_MAJOR,8
41.99,-87.69,HAZARD,HAZARD_WEATHER,8
41.8,-87.73,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.8,-87.75,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.85,-87.64,HAZARD,HAZARD_WEATHER_FLOOD,8
41.91,-87.65,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.91,-87.64,JAM,JAM_MODERATE_TRAFFIC,8
41.8,-87.74,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.83,-87.65,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.95,-87.9,JAM,JAM_HEAVY_TRAFFIC,8
41.91,-87.78,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.89,-87.68,HAZARD,HAZARD_WEATHER,8
41.9,-87.62,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.68,-87.6,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.68,-87.6,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.79,-87.59,ACCIDENT,ACCIDENT_MAJOR,8
41.83,-87.65,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.8,-87.8,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.78,-87.73,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.94,-87.65,HAZARD,HAZARD_WEATHER,8
41.99,-87.77,HAZARD,HAZARD_WEATHER_FLOOD,8
41.69,-87.65,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.89,-87.72,HAZARD,HAZARD_WEATHER,8
41.8,-87.74,HAZARD,HAZARD_ON_ROAD,8
41.72,-87.59,HAZARD,HAZARD_WEATHER_FLOOD,8
41.77,-87.61,JAM,JAM_STAND_STILL_TRAFFIC,8
41.79,-87.59,ROAD_CLOSED,ROAD_CLOSED_EVENT,8
41.66,-87.62,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.96,-87.85,JAM,JAM_HEAVY_TRAFFIC,8
41.99,-87.71,ACCIDENT,ACCIDENT_MAJOR,8
41.74,-87.64,HAZARD,HAZARD_ON_ROAD,8
41.89,-87.68,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.69,-87.63,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.98,-87.74,HAZARD,HAZARD_ON_ROAD,8
41.73,-87.56,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,8
41.99,-87.76,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.74,-87.65,HAZARD,HAZARD_ON_ROAD,8
41.86,-87.71,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.86,-87.73,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.83,-87.62,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,8
41.98,-87.73,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.98,-87.73,HAZARD,HAZARD_ON_ROAD,8
41.79,-87.6,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.91,-87.76,JAM,JAM_MODERATE_TRAFFIC,8
41.84,-87.73,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.97,-87.89,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.78,-87.77,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.93,-87.74,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.93,-87.74,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,8
41.92,-87.8,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.79,-87.65,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.79,-87.62,JAM,JAM_STAND_STILL_TRAFFIC,8
41.85,-87.62,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,8
41.7,-87.66,JAM,JAM_STAND_STILL_TRAFFIC,8
41.94,-87.69,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,8
41.71,-87.64,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,8
41.98,-87.7,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.79,-87.66,HAZARD,HAZARD_ON_ROAD_OBJECT,8
41.75,-87.63,ROAD_CLOSED,ROAD_CLOSED_EVENT,8
41.79,-87.64,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,8
41.74,-87.66,HAZARD,HAZARD_ON_ROAD,8
41.76,-87.64,HAZARD,HAZARD_ON_ROAD,8
41.93,-87.84,HAZARD,HAZARD_ON_ROAD_POT_HOLE,8
41.75,-87.71,HAZARD,HAZARD_ON_ROAD,8
41.76,-87.68,ROAD_CLOSED,ROAD_CLOSED_EVENT,8
41.95,-87.78,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.94,-87.79,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,8
41.64,-87.58,JAM,JAM_STAND_STILL_TRAFFIC,8
41.9,-87.75,JAM,JAM_MODERATE_TRAFFIC,7
41.67,-87.6,ACCIDENT,ACCIDENT_MAJOR,7
42.01,-87.7,JAM,JAM_MODERATE_TRAFFIC,7
41.76,-87.68,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.76,-87.69,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.9,-87.74,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.94,-87.79,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7
41.92,-87.64,HAZARD,HAZARD_WEATHER,7
41.92,-87.64,HAZARD,HAZARD_WEATHER_FOG,7
41.76,-87.65,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.76,-87.7,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.98,-87.69,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.84,-87.71,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.84,-87.71,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.75,-87.64,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.98,-87.69,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.76,-87.63,HAZARD,HAZARD_WEATHER,7
41.73,-87.69,JAM,JAM_STAND_STILL_TRAFFIC,7
41.69,-87.68,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.69,-87.68,JAM,JAM_HEAVY_TRAFFIC,7
41.95,-87.75,HAZARD,HAZARD_WEATHER,7
41.91,-87.63,HAZARD,HAZARD_WEATHER,7
41.7,-87.56,HAZARD,HAZARD_ON_ROAD,7
41.78,-87.75,HAZARD,HAZARD_WEATHER,7
41.88,-87.67,ACCIDENT,ACCIDENT_MAJOR,7
41.98,-87.71,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.79,-87.66,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7
41.79,-87.66,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.99,-87.75,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.75,-87.7,JAM,JAM_HEAVY_TRAFFIC,7
41.85,-87.72,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.99,-87.82,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.78,-87.58,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.78,-87.59,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.88,-87.62,HAZARD,HAZARD_WEATHER_FLOOD,7
41.9,-87.73,HAZARD,HAZARD_WEATHER,7
41.97,-87.65,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.94,-87.69,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.68,-87.67,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.93,-87.73,HAZARD,HAZARD_WEATHER,7
41.96,-87.76,HAZARD,HAZARD_WEATHER,7
41.68,-87.61,HAZARD,HAZARD_WEATHER_FOG,7
41.7,-87.6,ACCIDENT,ACCIDENT_MINOR,7
41.9,-87.7,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.9,-87.78,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.94,-87.76,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.81,-87.67,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.82,-87.71,ROAD_CLOSED,ROAD_CLOSED_EVENT,7
41.82,-87.7,HAZARD,HAZARD_WEATHER_FLOOD,7
41.73,-87.65,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.87,-87.64,HAZARD,HAZARD_WEATHER,7
41.97,-87.91,HAZARD,HAZARD_WEATHER,7
41.79,-87.65,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.79,-87.63,HAZARD,HAZARD_WEATHER_FLOOD,7
41.78,-87.78,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.78,-87.77,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.78,-87.81,HAZARD,HAZARD_WEATHER_FLOOD,7
41.78,-87.79,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.65,-87.59,HAZARD,HAZARD_WEATHER_FOG,7
41.72,-87.58,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.88,-87.68,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.9,-87.71,JAM,JAM_MODERATE_TRAFFIC,7
41.68,-87.66,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.68,-87.65,HAZARD,HAZARD_ON_ROAD,7
41.85,-87.73,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.74,-87.72,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.96,-87.72,HAZARD,HAZARD_WEATHER,7
41.95,-87.94,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.75,-87.64,JAM,JAM_STAND_STILL_TRAFFIC,7
41.79,-87.63,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7
41.97,-87.88,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.97,-87.88,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.93,-87.75,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.96,-87.85,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.73,-87.64,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.9,-87.79,HAZARD,HAZARD_ON_ROAD,7
41.94,-87.81,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.95,-87.8,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.95,-87.8,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.81,-87.71,JAM,JAM_MODERATE_TRAFFIC,7
41.98,-87.89,HAZARD,HAZARD_WEATHER,7
41.93,-87.69,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.71,-87.66,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.99,-87.81,ROAD_CLOSED,ROAD_CLOSED_EVENT,7
41.88,-87.64,JAM,JAM_MODERATE_TRAFFIC,7
41.88,-87.63,ACCIDENT,ACCIDENT_MAJOR,7
41.81,-87.72,JAM,JAM_HEAVY_TRAFFIC,7
41.69,-87.6,HAZARD,HAZARD_WEATHER_FOG,7
41.72,-87.69,JAM,JAM_HEAVY_TRAFFIC,7
42.0,-87.69,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.91,-87.73,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.71,-87.65,HAZARD,HAZARD_WEATHER_FLOOD,7
41.84,-87.66,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.99,-87.75,ACCIDENT,ACCIDENT_MAJOR,7
41.83,-87.63,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.88,-87.78,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.88,-87.78,JAM,JAM_HEAVY_TRAFFIC,7
41.93,-87.79,JAM,JAM_MODERATE_TRAFFIC,7
41.7,-87.58,HAZARD,HAZARD_ON_ROAD,7
41.87,-87.73,HAZARD,HAZARD_WEATHER_FLOOD,7
41.73,-87.65,HAZARD,HAZARD_WEATHER_FLOOD,7
41.94,-87.83,JAM,JAM_HEAVY_TRAFFIC,7
41.74,-87.71,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.94,-87.71,HAZARD,HAZARD_WEATHER,7
41.75,-87.58,JAM,JAM_HEAVY_TRAFFIC,7
41.93,-87.66,HAZARD,HAZARD_WEATHER,7
41.79,-87.58,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.83,-87.61,ACCIDENT,ACCIDENT_MAJOR,7
41.99,-87.7,ACCIDENT,ACCIDENT_MINOR,7
41.77,-87.59,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.88,-87.7,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.85,-87.68,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.68,-87.64,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.68,-87.63,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.82,-87.66,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,7
41.81,-87.72,HAZARD,HAZARD_ON_ROAD,7
42.0,-87.7,HAZARD,HAZARD_WEATHER_FLOOD,7
42.0,-87.77,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.66,-87.64,HAZARD,HAZARD_ON_ROAD,7
41.94,-87.68,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.69,-87.65,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.74,-87.68,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.99,-87.76,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.83,-87.65,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.98,-87.75,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,7
41.88,-87.78,HAZARD,HAZARD_ON_ROAD,7
41.71,-87.6,ACCIDENT,ACCIDENT_MINOR,7
41.89,-87.63,ACCIDENT,ACCIDENT_MAJOR,7
41.89,-87.63,HAZARD,HAZARD_WEATHER_FLOOD,7
41.67,-87.67,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.95,-87.71,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.66,-87.62,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7
41.68,-87.6,ACCIDENT,ACCIDENT_MAJOR,7
41.93,-87.77,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.93,-87.76,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.94,-87.71,ACCIDENT,ACCIDENT_MINOR,7
41.69,-87.63,HAZARD,HAZARD_ON_ROAD,7
41.77,-87.63,HAZARD,HAZARD_WEATHER_FOG,7
41.88,-87.7,JAM,JAM_STAND_STILL_TRAFFIC,7
41.96,-87.68,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,7
41.78,-87.62,HAZARD,HAZARD_ON_ROAD,7
41.78,-87.62,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7
41.94,-87.65,ACCIDENT,ACCIDENT_MAJOR,7
41.88,-87.64,ACCIDENT,ACCIDENT_MAJOR,7
41.73,-87.63,HAZARD,HAZARD_WEATHER_FLOOD,7
41.95,-87.7,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.76,-87.73,JAM,JAM_HEAVY_TRAFFIC,7
41.88,-87.76,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.65,-87.57,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.65,-87.57,HAZARD,HAZARD_WEATHER_FLOOD,7
41.99,-87.78,HAZARD,HAZARD_ON_ROAD_ROAD_KILL,7
41.78,-87.68,JAM,JAM_STAND_STILL_TRAFFIC,7
41.98,-87.85,JAM,JAM_MODERATE_TRAFFIC,7
41.98,-87.83,ACCIDENT,ACCIDENT_MINOR,7
41.82,-87.65,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.9,-87.66,ACCIDENT,ACCIDENT_MAJOR,7
41.94,-87.83,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.87,-87.75,ACCIDENT,ACCIDENT_MINOR,7
41.87,-87.76,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.99,-87.89,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7
41.91,-87.71,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.77,-87.74,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7
41.94,-87.84,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.94,-87.84,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.82,-87.62,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.89,-87.65,HAZARD,HAZARD_WEATHER_FLOOD,7
41.82,-87.63,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.72,-87.67,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.8,-87.76,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.86,-87.67,HAZARD,HAZARD_WEATHER_FLOOD,7
41.92,-87.75,HAZARD,HAZARD_ON_ROAD_OBJECT,7
41.98,-87.76,ACCIDENT,ACCIDENT_MINOR,7
41.98,-87.76,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,7
41.8,-87.72,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
42.0,-87.82,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.66,-87.56,HAZARD,HAZARD_ON_ROAD,7
41.66,-87.63,HAZARD,HAZARD_ON_ROAD_POT_HOLE,7
41.7,-87.67,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,7
41.85,-87.69,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.68,-87.71,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,7
41.87,-87.77,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
41.94,-87.73,HAZARD,HAZARD_WEATHER,7
41.89,-87.68,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,7
